date,nav,cash,position_value,close,peak,drawdown,daily_return,month
2025-04-10,1706559.0687600002,1706559.0687600002,0.0,77.0098876953125,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-11,1706559.0687600002,1706559.0687600002,0.0,77.88444519042969,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-14,1706559.0687600002,1706559.0687600002,0.0,81.03480529785156,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-15,1706559.0687600002,1706559.0687600002,0.0,79.67329406738281,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-16,1706559.0687600002,1706559.0687600002,0.0,77.50679016113281,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-17,1706559.0687600002,1706559.0687600002,0.0,77.129150390625,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-18,1706559.0687600002,1706559.0687600002,0.0,78.64967346191406,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-21,1706559.0687600002,1706559.0687600002,0.0,80.68697357177734,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-22,1706559.0687600002,1706559.0687600002,0.0,79.57390594482422,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-23,1706559.0687600002,1706559.0687600002,0.0,83.00253295898438,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-24,1706559.0687600002,1706559.0687600002,0.0,80.82610321044922,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-25,1706559.0687600002,1706559.0687600002,0.0,84.74169158935547,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-28,1706559.0687600002,1706559.0687600002,0.0,82.87333679199219,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-29,1706559.0687600002,1706559.0687600002,0.0,82.5751953125,2058205.544369629,-0.1708510000721664,0.0,2025-04
2025-04-30,1706559.0687600002,1706559.0687600002,0.0,82.97272491455078,2058205.544369629,-0.1708510000721664,0.0,2025-04
